activity,address,mail,name,phone,website
PUBLIC WORKS & EARTHWORK, BP. 8333 ANTANANARIVO   ,btp-mada@simicro.mg,BTP MADAGASCAR,(+261) 202 22 66 35 (+261) 202 22 51 80,
PUBLIC WORKS & EARTHWORK," 17, RUE MARC RABIBISOA ANTSAHABE ANTANANARIVO    ",build@moov.mg,BUILD CONSULTING ENGINEERS,(+261) 20 22 267 66,
PUBLIC WORKS & EARTHWORK, BP. 133 ANTANANARIVO   ,colas@colas.mg,COLAS,(+261) 202 22 04 16 (+261) 202 23 27 21,www.mada-construct.com    
PUBLIC WORKS & EARTHWORK, AMBONY MORAMANGA   ,,DAIHO CORPORATION,(+261) 205 68 23 87,
PUBLIC WORKS & EARTHWORK, ANDRAHARO ANTANANARIVO   ,,ENTREPRISE DE TERRASSEMENT MCAR,(+261) 202 22 05 07,
PUBLIC WORKS & EARTHWORK, ANJANAHARY ANTANANARIVO   ,,ENTREPRISE TAHINA,(+261) 202 24 14 52,
PLUMBING & SANITARY, BP. 872 ANTANANARIVO   ,akys@moov.mg,AKYS,(+261) 202 22 46 30 (+261) 202 23 64 48,
PLUMBING & SANITARY, RUE RASETA ANTANANARIVO   ,bricoland.ehb@edelec-group.com,BRICOLAND,(+261) 202 22 09 47 (+261) 202 22 66 82,
PLUMBING & SANITARY, LOT 41 CP/LLE 11/31 CITE HARAS TAMATAVE   ,capoceanplomberie.societe@gmail.com,CAP OCEAN PLOMBERIE,(+261) 34 76 361 01 (+261) 20 53 328 44,
PLUMBING & SANITARY, BP. 3758 ANTANANARIVO   ,caromad@blueline.mg,CAROMAD,(+261) 202 22 12 16 (+261) 202 25 67 57,
PLUMBING & SANITARY, BP. 382 101 ANTANANARIVO    ,cimelta@moov.mg,CIMELTA MADAGASCAR,(+261) 202 22 26 31 (+261) 202 22 24 24,
PLUMBING & SANITARY, BP. 3336 ANTANANARIVO   ,emps@moov.mg,EMPS,(+261) 202 22 20 56 (+261) 202 22 05 10,www.cimelta-madagascar.com    
PLUMBING & SANITARY, BP. 605 ANTANANARIVO    ,bonnetfils@simicro.mg,FBF,(+261) 202 22 03 26 (+261) 202 22 22 53,
PLUMBING & SANITARY," 18TER, AMPATSY ANTANANARIVO   ",haytek@blueline.mg,HAYTEK SERVICE,(+261) 202 25 26 93 (+261) 202 25 26 93,
PLUMBING & SANITARY," 188BIS, RTE CIRCULAIRE ANTANANARIVO   ",,LE FEE & C°,(+261) 202 22 51 58,www.bonnet-fils.com    
PLUMBING & SANITARY, BP. 3265 ANTANANARIVO   ,molou@moov.mg,MAISON MOLOU,(+261) 202 22 80 58 (+261) 202 23 13 81,
POWER GENERATING UNITS, BP. 392 ANTANANARIVO   ,ameca@moov.mg,AMECA,(+261) 202 22 30 16 (+261) 202 23 44 70,
POWER GENERATING UNITS, BP. 8330 101 ANTANANARIVO    ,batimax.commercial@gmail.com,BATIMAX,(+261) 20 23 317 86 (+261) 20 26 123 33,
POWER GENERATING UNITS, BP. 382 101 ANTANANARIVO    ,cimelta@moov.mg,CIMELTA MADAGASCAR,(+261) 202 22 26 31 (+261) 202 22 24 24,www.batimax.madagascar.com    
POWER GENERATING UNITS, BP. 567 ANTANANARIVO    ,madeco@madecasse.mg,COMPAGNIE MADECASSE,(+261) 202 22 24 08 (+261) 202 23 35 73,
POWER GENERATING UNITS, TSARALALANA ANTANANARIVO   ,conforama@moov.mg,CONFORAMA,(+261) 20 22 336 94 (+261) 20 22 309 93,www.cimelta-madagascar.com    
POWER GENERATING UNITS, ANTANIMENA ANTANANARIVO    ,enertech@moov.mg,ENERGIE TECHNOLOGIE,(+261) 202 23 60 62 (+261) 202 26 29 08,
POWER GENERATING UNITS, BP. 28 ANTANANARIVO   ,fraise@moov.mg,HENRI FRAISE FILS & C°,(+261) 202 22 27 21 (+261) 202 22 91 23,www.madecasse.mg    
POWER GENERATING UNITS, RTE DES HYDROCARBURES ANTANANARIVO    ,iem@iem-mg.com,IEM,(+261) 20 23 320 42,
POWER GENERATING UNITS, BP. 585 TOAMASINA   ,lopez@simicro.mg,LOPEZ & C°,(+261) 205 33 25 15 (+261) 205 33 25 16,
POWER GENERATING UNITS, BP. 3265 ANTANANARIVO   ,molou@moov.mg,MAISON MOLOU,(+261) 202 22 80 58 (+261) 202 23 13 81,www.energie-tech.com    
MIRROR INDUSTRIES & GLAZIER'S, BP. 5140 ANTANANARIVO   ,cic.tana@moov.mg,CIC,(+261) 202 22 08 58 (+261) 202 22 08 58,
MIRROR INDUSTRIES & GLAZIER'S, MALAVOKY ANTANANARIVO   ,,ENTREPRISE LA PORTE,(+261) 202 22 58 74,
MIRROR INDUSTRIES & GLAZIER'S, ANDOHATAPENAKA ANTANANARIVO   ,gasfdc@netclub.mg,FDC,(+261) 202 22 65 20 (+261) 202 22 64 85,
MIRROR INDUSTRIES & GLAZIER'S, BP. 11111 ANTANANARIVO   ,france-a@moov.mg,FRANCE ALU,(+261) 20 22 442 43 (+261) 20 22 457 39,
MIRROR INDUSTRIES & GLAZIER'S, BP. 6286 ANTANANARIVO    ,mgi@moov.mg,MGI,(+261) 202 23 24 78 (+261) 202 23 24 83,www.3dmadagascar.com/mgi    
MIRROR INDUSTRIES & GLAZIER'S," RTE FASANNY KARANA, ANOSIZATO EST TANANARIVE   ",r.r.mickandritiana@gmail.com,MIM,(+261) 32 40 063 87,
MIRROR INDUSTRIES & GLAZIER'S," 12, RUE KARIJA ANTANANARIVO   ",,MIROGLASS,(+261) 202 26 61 16 (+261) 202 26 61 17,
MIRROR INDUSTRIES & GLAZIER'S," 352, RTE CIRCULAIRE ANJAHANA ANTANANARIVO   ",alubatservices@orange.mg,MIROITERIE DE MADAGASCAR,(+261) 20 22 231 26,
PAINT, BP. 872 ANTANANARIVO   ,akys@moov.mg,AKYS,(+261) 202 22 46 30 (+261) 202 23 64 48,
PAINT, ANTSIRABE   ,,ARTIC,(+261) 204 40 52 20,
PAINT, BP. 1203 ANTANANARIVO    ,aurlac@iris.mg,AURLAC,(+261) 202 20 43 36 (+261) 202 20 14 75,www.aurlac.mg    
PAINT, BP. 7165 ANTANANARIVO   ,gammad@moov.mg,AUTOLAK,(+261) 202 24 17 17 (+261) 202 24 19 76,
PAINT, BP. 1190 ANTANANARIVO   ,ballou@moov.mg,BALLOU & C°,(+261) 202 32 23 33 (+261) 202 32 20 34,
PAINT, BP. 757 101 ANTANANARIVO    ,batpro@moov.mg,BATPRO,(+261) 202 22 27 82 (+261) 202 22 92 59,
PAINT, LOT III I EX SEIM SONIERANA ANTANANARIVO   ,decorel.peintures@gmail.com,DECOREL,(+261) 20 22 554 37,www.batpro-madagascar.com    
PAINT, ANKADIMBAHOAKA ANTANANARIVO    ,amicaldg@moov.mg,DISCONORD,(+261) 202 22 81 05 (+261) 202 23 04 81,
PAINT," 1, RUE DUCROCQ 101 ANTANANARIVO   ",egedec@moov.mg,EGEDEC,(+261) 202 22 12 83 (+261) 202 26 40 14,
PAINT, LOT 01 A AMBOHIBAO ANTANANARIVO   ,comm.europaints@groupe-smtp.com,EUROPAINTS,,www.disconord.com    
TELECOMMUNICATIONS & TELEPHONIE, BP. 763 ANTANANARIVO    ,,TELECOM MALAGASY,(+261) 202 24 27 05 (+261) 202 24 26 54,www.telma.net    
TELECOMMUNICATIONS & TELEPHONIE, 3G 89 ANTOHOMADINIKA ANTANANARIVO    ,tcsmadagascar@gmail.com,TELECOMMUNICATION SYSTEMS TCS,(+261) 33 02 628 43,
TELECOMMUNICATIONS & TELEPHONIE, BP. 727 101 ANTANANARIVO   ,telemad@simicro.mg,TELEMAD,(+261) 202 23 50 93 (+261) 202 23 50 95,www.tcs-mg.com    
TELECOMMUNICATIONS & TELEPHONIE, BP. 763 ANTANANARIVO   ,,TELMA,(+261) 202 24 27 05 (+261) 202 24 26 54,
TELECOMMUNICATIONS & TELEPHONIE, BEHORIRIKA ANTANANARIVO   ,,TIMI GSM,(+261) 202 42 31 96 (+261) 202 42 67 61,
"PIPING, PVC, INDUSTRIES", BP. 567 ANTANANARIVO    ,madeco@madecasse.mg,COMPAGNIE MADECASSE,(+261) 202 22 24 08 (+261) 202 23 35 73,
"PIPING, PVC, INDUSTRIES", BP. 605 ANTANANARIVO    ,bonnetfils@simicro.mg,FBF,(+261) 202 22 03 26 (+261) 202 22 22 53,www.madecasse.mg    
"PIPING, PVC, INDUSTRIES", BP. 567 ANTANANARIVO   ,madeco@madecasse.mg,PLASCOM,(+261) 202 22 24 08 (+261) 202 23 35 73,
"PIPING, PVC, INDUSTRIES", BP. 5028 ANTANANARIVO   ,mso@moov.mg,TECH FLUIDE,(+261) 202 24 70 08 (+261) 202 24 70 08,www.bonnet-fils.com    
MINING SERVICES, ANDOHARANOFOTSY ANTANANARIVO    ,cglobesurvey@gmail.com,GLOBE SURVEY CONSULTING,(+261) 34 39 183 52,
"MINED, MATERIALS & EQUIPMENTS", LOT VA 14 H TER TSIADANA ANTANANARIVO    ,crownfordltd@blueline.mg,CROWN FORD,(+261) 33 206 28 96,
"MINED, IMPORT & EXPORT", LOT A 39 K AMBOHITRARAHABA TANANARIVE   ,theone@blueline.mg,THE ONE,(+261) 342 06 17 66,
"MINED, WORKING & EXPLORATION"," 3, RTE MAHAJANGA ANTANANARIVO   ",,ARSENE LOUYS & C°,(+261) 202 26 92 04 (+261) 202 26 92 04,
"MINED, WORKING & EXPLORATION", ANDASIBE   ,,ARSENE LOUYS & C°,(+261) 205 68 32 09,
"MINED, WORKING & EXPLORATION", BP. 7669 ANTANANARIVO   ,chdurand@simicro.mg,CGM,(+261) 202 26 05 18,www.madecasse.mg    
"MINED, WORKING & EXPLORATION", BP. 567 ANTANANARIVO    ,madeco@madecasse.mg,COMPAGNIE MADECASSE,(+261) 202 22 24 08 (+261) 202 23 35 73,
"MINED, WORKING & EXPLORATION", BP. 1504 ANTANANARIVO   ,delormin@moov.mg,DELORME & ASSOCIES,(+261) 202 22 90 70 (+261) 202 22 07 64,
"MINED, WORKING & EXPLORATION", ANKORONDRANO 101 ANTANANARIVO   ,dynatecmad@iris.mg,DYNATEC MADAGASCAR,(+261) 202 23 97 37 (+261) 202 25 40 30,
"MINED, BROWSING", ANDOHARANOFOTSY ANTANANARIVO    ,cglobesurvey@gmail.com,GLOBE SURVEY CONSULTING,(+261) 34 39 183 52,
METALLIC JOINERY, 13 a 30 AMBOSITRA   ,mmmichel@yahoo.fr,ATELIER EMMANUEL,(+261) 034 91 477 19,
METALLIC JOINERY," LOT IVX 29 TER, ANKAZOMANGA ANTANANARIVO   ",sideros@yahoo.fr,SIDEROS,(+261) 20 23 280 11 (+261) 20 23 679 92,
METALLIC CONSTRUCTIONS, LOT A 68 AMBOHITRARAHABA ANTANANARIVO   ,tianavats@yahoo.fr,ATELIER VATS,(+261) 33 23 104 65,
METALLIC CONSTRUCTIONS," LOT IVX 29 TER, ANKAZOMANGA ANTANANARIVO   ",sideros@yahoo.fr,SIDEROS,(+261) 20 23 280 11 (+261) 20 23 679 92,
METALLIC CONSTRUCTIONS, ... DIEGO SUAREZ   ,richadhassim@gmail.com,SOMATOLES,(+261) 32 11 211 26,
METALLIC CONSTRUCTIONS, BP. 1481 ANTANANARIVO 101    ,stmb@stmb.mg,STMB TP,(+261) 20 22 531 99 (+261) 20 22 530 80,
METALLIC CONSTRUCTIONS, LOT FA IV 170 ANDOHARANOFOTSY ANTANANARIVO 102    ,technibat@blueline.mg,TECHNIBAT,(+261) 32 07 223 76,www.stmbtp.com    
METALLIC CONSTRUCTIONS, BP. 9126 TANANARIVO   ,usermadagascar@gmail.com,USER MADAGASCAR,(+261) 32 47 684 32,
DATA PROCESSING," IB 327, ANDOHARANOFOTSY ANTANANARIVO 102   ",communication@ilodata.com,ILODATA,(+261) 33 86 865 48,
DATA PROCESSING," 86BIS, BEHORIRIKA ANTANANARIVO   ",incoral@moov.mg,INCORAL,(+261) 202 23 35 15,
DATA PROCESSING, ANKADITAPAKA ANTANANARIVO   ,actuel5@iris.mg,INFORM'ACTUEL,(+261) 202 26 40 48,
DATA PROCESSING, AMBATOMITSANGANA ANTANANARIVO   ,rdvd@caramail.com,INTEL COMPUTER,(+261) 202 23 02 62,
DATA PROCESSING, BP. 7747 ANTANANARIVO    ,interface@interface-technologie.mg,INTERFACE TECHNOLOGIE,(+261) 202 26 93 43 (+261) 202 26 93 58,
DATA PROCESSING," LOT ICA 124, ANKARAOBATO TANANARIVO 102    ",contact@is-mada.com,IS MADA,(+261) 330 28 57 57,www.interface-technologie.mg    
DATA PROCESSING, LOT 137 AMBODINISOTRY ANTANANARIVO    ,mandanirinafan@gmail.com,IT DELIVERY MADA,(+261) 34 384 40 32,
DATA PROCESSING, BP. 41 ANTANANARIVO    ,contact@iteknolojia.com,ITEKNOLOJIA,(+261) 33 11 563 66,www.is-mada.com    
DATA PROCESSING, LOT II I 102 E TER ALAROBIA AMBONILOHA ANTANANARIVO 101    ,itet@itetcompany.com,ITET,(+261) 20 22 433 78 (+261) 20 24 250 00,
DATA PROCESSING, RTE DIGUE ANTANANARIVO   ,rodolphe@moov.mg,ITS COMPANY,(+261) 202 26 53 22 (+261) 202 26 53 22,www.itdeliverymadagascar.com    
ADVERTISING AGENCIES & OF COMMUNICATION, BEL AIR ANTANANARIVO   ,grandangle@moov.mg,AGENCE GRAND ANGLE,(+261) 202 25 49 95 (+261) 202 25 49 95,
ADVERTISING AGENCIES & OF COMMUNICATION, RUE FRANCOIS ANTANANARIVO   ,bsmada@moov.mg,AGENCE ILEVENT,(+261) 202 22 83 90,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 3271 ANTANANARIVO   ,imaginemada@yahoo.fr,AGENCE IMAGINE STUDIO,(+261) 202 42 69 71 (+261) 202 22 20 34,
ADVERTISING AGENCIES & OF COMMUNICATION, ANTANANARIVO   ,iman.com@moov.mg,AGENCE IMAN,(+261) 202 23 76 01 (+261) 202 23 76 02,
ADVERTISING AGENCIES & OF COMMUNICATION," 6, RUE GANDHI ANTANANARIVO   ",isi@moov.mg,AGENCE INFO SYSTEM IMAGE,(+261) 202 23 30 66 (+261) 202 26 42 16,
ADVERTISING AGENCIES & OF COMMUNICATION," 6, RUE GANDHI ANTANANARIVO   ",isi@moov.mg,AGENCE ISI,(+261) 202 23 30 66 (+261) 202 26 42 16,
ADVERTISING AGENCIES & OF COMMUNICATION, BP. 1284 ANTANANARIVO   ,kaizen.p@netclub.mg,AGENCE KAIZEN PARTNERS,(+261) 202 23 38 15,
ADVERTISING AGENCIES & OF COMMUNICATION, IMERINAFOVOANY ANTANANARIVO    ,ramili@karmpub.com,AGENCE KARM PUB,(+261) 34 18 238 46,
ADVERTISING AGENCIES & OF COMMUNICATION," 52, RUE RABARY ANTANANARIVO   ",e-roux@lagence-com.com,AGENCE L'AGENCE,(+261) 202 22 19 64 (+261) 202 22 19 67,www.karmpub.com    
ADVERTISING AGENCIES & OF COMMUNICATION," 86BIS, BEHORIRIKA ANTANANARIVO   ",light@moov.mg,AGENCE LIGHT,(+261) 202 26 17 11 (+261) 202 26 48 55,
MATERIALS ROOFS, BP. 917 101 ANTANANARIVO   ,,CG BAT,(+261) 202 24 66 92 (+261) 202 24 66 94,
MATERIALS ROOFS, BP. 567 ANTANANARIVO    ,madeco@madecasse.mg,COMPAGNIE MADECASSE,(+261) 202 22 24 08 (+261) 202 23 35 73,www.madecasse.mg    
MATERIALS ROOFS, BP. 269 ANTANANARIVO   ,ventes@oimjb.com,PROMA,(+261) 202 24 77 55 (+261) 202 24 77 54,
MATERIALS ROOFS, LOT VF 103 VOLOTARA ANDOHARANOFOTSY ANTANANARIVO   ,tbmsarl@ymail.com,TUILERIE BRIQUETERIE MAURICE,(+261) 32 40 981 22,
PUBLIC WORKS & EARTHWORK, ANDILANA NOSY BE   ,,FERROCEMENTO,(+261) 208 66 16 14,
PUBLIC WORKS & EARTHWORK, BP. 28 ANTANANARIVO   ,fraise@moov.mg,HENRI FRAISE FILS & C°,(+261) 202 22 27 21 (+261) 202 22 91 23,
PUBLIC WORKS & EARTHWORK, BP. 167 101 ANTANANARIVO   ,behery@freenet.mg,HERY,(+261) 324 05 36 56 (+261) 202 25 83 57,
PUBLIC WORKS & EARTHWORK, BP. 226 ANTANANARIVO    ,iframacmada@blueline.mg,IFRAMAC MADAGASCAR,(+261) 202 42 68 45 (+261) 202 42 67 85,www.iframac.com    
PUBLIC WORKS & EARTHWORK," 23, RUE BILLARD TOAMASINA   ",,MAI,(+261) 205 33 44 07 (+261) 205 33 43 43,
PUBLIC WORKS & EARTHWORK," 16, RUE RUSSIE ANTANANARIVO   ",,MURRI FRERES,(+261) 202 22 29 93,
MANAGEMENT OF URBAN LAND, LOT IPT 15 BEMASOANDRO ANTANANARIVO   ,dinasitrakiniaina@gmail.com,DINA,(+261) 33 86 268 80,
MANAGEMENT OF URBAN LAND," 22, RUE ANDRIANARY RATIANARIVO AMPASAMADINIKA ANTANANARIVO    ",contact@territoires-conseil.com,TERRITOIRES CONSEIL,(+261) 32 82 866 38,
PLUMBING & SANITARY," 18TER, AMPATSY ANTANANARIVO   ",haytek@blueline.mg,HAYTEK SERVICE,(+261) 202 25 26 93 (+261) 202 25 26 93,
PLUMBING & SANITARY," 188BIS, RTE CIRCULAIRE ANTANANARIVO   ",,LE FEE & C°,(+261) 202 22 51 58,
PLUMBING & SANITARY, BP. 3265 ANTANANARIVO   ,molou@moov.mg,MAISON MOLOU,(+261) 202 22 80 58 (+261) 202 23 13 81,
PLUMBING & SANITARY, BP. 12028 ANTANANARIVO    ,mr.bricolage@simicro.mg,MR BRICOLAGE,(+261) 202 23 69 07 (+261) 202 26 99 71,www.bricolage-madagascar.com    
PLUMBING & SANITARY, RTE DIGUE ANTANANARIVO   ,pacom58@moov.mg,POINT PACOM,(+261) 202 24 40 72 (+261) 202 24 88 56,
PLUMBING & SANITARY, LOT IVC 58 BIS AMBODIVOANJO ANTANANARIVO   ,robibatiment@gmail.com,ROBI ROBSON,(+261) 34 08 914 27,
PLUMBING & SANITARY," 71, RUE DE LIEGE ANTANANARIVO   ",safina@moov.mg,SAFINA IMPORT,(+261) 202 22 73 99 (+261) 202 22 31 64,
PLUMBING & SANITARY, IMERINAFOVOANY ANTANANARIVO   ,sfc@moov.mg,SANI FRANCE CONFORT,(+261) 202 24 47 21 (+261) 202 24 47 23,
PLUMBING & SANITARY, BP. 1481 ANTANANARIVO   ,sanifer@moov.mg,SANIFER,(+261) 202 25 30 81 (+261) 202 25 30 80,
PLUMBING & SANITARY, LOT II F 5 BIS MANDROSOA IVATO ANTANANARIVO 105    ,s.maria.sarl@gmail.com,SANTA MARIA,(+261)  33 33 047 17 (+261) 341 08 08 67,
MIRROR INDUSTRIES & GLAZIER'S, AMBONY ANTANANARIVO   ,mrindra@moov.mg,RINDRA RAKOTOMANOELINA,(+261) 202 26 33 04,
MIRROR INDUSTRIES & GLAZIER'S, ZONE FORELLO TANJOMBATO ANTANANARIVO    ,commercial@rgm.mg,ROYAL GLASS MADAGASCAR,(+261) 20 22 570 55,
MIRROR INDUSTRIES & GLAZIER'S, ANDOHATAPENAKA ANTANANARIVO   ,socavitre@moov.mg,SOCA VITRE,(+261) 202 26 82 28 (+261) 202 26 82 28,www.rgm.mg    
MIRROR INDUSTRIES & GLAZIER'S, RUE DUCROCQ ANTANANARIVO   ,,STIM,(+261) 202 26 42 70 (+261) 202 26 42 70,
PAINT, BP. 605 ANTANANARIVO    ,bonnetfils@simicro.mg,FBF,(+261) 202 22 03 26 (+261) 202 22 22 53,
PAINT," 1, RTE SOAVIMBAHOAKA ANTANANARIVO   ",gammad@moov.mg,GAMO OCEAN INDIEN,(+261) 202 24 17 17 (+261) 202 24 19 76,www.bonnet-fils.com    
PAINT, BP. 119 MANAKARA   ,ho-kuong.romain@moov.mg,HO KUONG ROMAIN,(+261) 207 22 13 37 (+261) 207 22 16 90,
PAINT, BP. 1148 ANTANANARIVO   ,magilux@moov.mg,MAGILUX,(+261) 202 23 50 46 (+261) 202 22 43 28,
PAINT, BP. 12028 ANTANANARIVO    ,mr.bricolage@simicro.mg,MR BRICOLAGE,(+261) 202 23 69 07 (+261) 202 26 99 71,
PAINT, AMBATOROKA ANTANANARIVO   ,,NEP,(+261) 202 23 45 03,
PAINT, BP. 521 MAHAJANGA   ,erickhug@moov.mg,NOUVELLE SMAPE,(+261) 206 22 22 04,www.bricolage-madagascar.com    
PAINT, RTE DIGUE ANTANANARIVO   ,pacom58@moov.mg,POINT PACOM,(+261) 202 24 40 72 (+261) 202 24 88 56,
PAINT, MALAVOKY ANTANANARIVO   ,q.2000.mg@moov.mg,QUINCAILLERIE 2000,(+261) 202 23 33 82 (+261) 202 23 02 07,
PAINT, BP. 393 TOAMASINA    ,s2pc@moov.mg,S2PC,(+261) 205 33 25 45 (+261) 205 33 12 32,
POWER GENERATING UNITS, AMBATOMITSANGANA ANTANANARIVO    ,director@manticore-limited.info,MANTICORE INTERNATIONAL,(+261) 33 26 418 37,
POWER GENERATING UNITS, BP. 24 AMPAMAKIAMBATO FORT DAUPHIN    ,admin@prorent.mg,PRORENT MADAGASCAR,(+261) 332 02 10 16,www.manticore-limited.info    
POWER GENERATING UNITS, BP. 8547 ANTANANARIVO    ,sitma@moov.mg,SITMA,(+261) 20 22 468 02 (+261) 20 22 468 07,
POWER GENERATING UNITS, BP. 4395 ANTANANARIVO   ,smef@moov.mg,SMEF,(+261) 202 23 08 58 (+261) 202 22 80 93,www.prorent.mg    
POWER GENERATING UNITS, BP. 83 ANTANANARIVO   ,yamahamg@cfao.com,SOCIMEX,(+261) 20 22 275 00 (+261) 20 22 336 73,
POWER GENERATING UNITS, BP. 12218 ANTANANARIVO   ,triumph@blueline.mg,TRIUMPH INTER.,(+261) 202 24 24 94 (+261) 202 24 24 08,www.sitma.mg    
LAND SURVEYORS, LOT II L 8 ANKADIVATO ANTANANARIVO 101    ,contact@futurmap-ge.mg,FUTURMAP GE,(+261) 020 22 632 39,
LAYOUT & DECORATION," 26, RUE RAMANANTSOA ANTANANARIVO   ",artetjardinmalagasy@yahoo.fr,ART & JARDIN,(+261) 202 22 95 13,
LAYOUT & DECORATION, ANDROHIBE ANTANANARIVO   ,billardey@netclub.mg,B2L DECORATION,(+261) 202 25 31 13 (+261) 202 25 31 13,
LAYOUT & DECORATION, BP. 1190 ANTANANARIVO   ,ballou@moov.mg,BALLOU & C°,(+261) 202 32 23 33 (+261) 202 32 20 34,
LAYOUT & DECORATION," 17, RUE MARC RABIBISOA ANTSAHABE ANTANANARIVO    ",build@moov.mg,BUILD CONSULTING ENGINEERS,(+261) 20 22 267 66,
LAYOUT & DECORATION, BP. 4173 ANTANANARIVO   ,cdraap@moov.mg,CDRAAP,(+261) 202 24 10 15 (+261) 202 24 08 40,www.mada-construct.com    
LAYOUT & DECORATION, AMBOHIBAO ANTANANARIVO   ,contemporaryliv@moov.mg,CONTEMPORARY LIVING,(+261) 202 24 55 66 (+261) 202 24 55 66,
LAYOUT & DECORATION, BP. 12053 ANTANANARIVO   ,c-d-m@moov.mg,COULEURS DU MONDE,(+261) 202 24 98 37,
LAYOUT & DECORATION, BP. 7132 ANTANANARIVO   ,,CREATION HEIL,(+261) 202 24 29 50,
LAYOUT & DECORATION, BP. 3163 ANTANANARIVO   ,,DECO VILLA,(+261) 202 24 49 74,
IRRIGATION, ANTANANARIVO    ,madagascar@bushproof.com,BUSHPROOF,(+261) 202 42 44 95,
IRRIGATION, LOT II N 76 K ANALAMAHITSY ANTANANARIVO   ,sert.tt@moov.mg,SERT,(+261) 32 02 209 03,www.bushproof.com    
IRON WORKS, BP. 872 ANTANANARIVO   ,akys@moov.mg,AKYS,(+261) 202 22 46 30 (+261) 202 23 64 48,
"MINED, WORKING & EXPLORATION", BP. 226 ANTANANARIVO    ,iframacmada@blueline.mg,IFRAMAC MADAGASCAR,(+261) 202 42 68 45 (+261) 202 42 67 85,
"MINED, WORKING & EXPLORATION", RUE ANDRIANAIVORAVELONA ANTANANARIVO   ,,KRAOMITA MALAGASY,(+261) 202 22 46 54 (+261) 202 22 46 54,www.iframac.com    
"MINED, WORKING & EXPLORATION", SOAVINANDRIANA ANTANANARIVO   ,,LE DAMA,(+261) 202 22 57 80,
"MINED, WORKING & EXPLORATION", IVATO ANTANANARIVO   ,,MADAGASCAR HANTEX,(+261) 202 25 86 88,
"MINED, WORKING & EXPLORATION", ANTANANARIVO   ,gille.gau@tele2.fr,MADAGEMS,(+261) 202 23 00 04,
"MINED, WORKING & EXPLORATION"," 15, BIS RUE LUMUMBA 101 ANTANANARIVO   ",,MINERAL RESOURCES OF MADAGASCAR,(+261) 202 45 28 35 (+261) 202 22 07 94,www.panafrican.com    
"MINED, WORKING & EXPLORATION", BP. 1BIS 101 ANTANANARIVO   ,omnis@simicro.mg,OMNIS,(+261) 202 22 44 39 (+261) 202 22 29 85,
"MINED, WORKING & EXPLORATION", BP. 12049 101 ANTANANARIVO    ,pammsarl@moov.mg,PAN AFRICAN MINING,(+261) 202 20 19 61 (+261) 202 20 19 60,
"IRON & STEEL, INDUSTRIES", BP. 872 ANTANANARIVO   ,akys@moov.mg,AKYS,(+261) 202 22 46 30 (+261) 202 23 64 48,
"IRON & STEEL, INDUSTRIES", BP. 757 101 ANTANANARIVO    ,batpro@moov.mg,BATPRO,(+261) 202 22 27 82 (+261) 202 22 92 59,
"IRON & STEEL, INDUSTRIES", RTE AMBOHIPO ANTANANARIVO   ,,ENTRAME,(+261) 202 23 23 23 (+261) 202 23 23 23,www.batpro-madagascar.com    
"IRON & STEEL, INDUSTRIES"," 24, RTE RAZANAMANIRAKA ANTANANARIVO   ",,FAVIMA,(+261) 202 26 08 71 (+261) 202 26 08 71,
"IRON & STEEL, INDUSTRIES", AMBODITISIRY ANTANANARIVO   ,ferodar@moov.mg,FERRONNERIE D'ART,(+261) 20 22 407 28 (+261) 20 22 404 85,
"IRON & STEEL, INDUSTRIES", BP. 7116 ANTANANARIVO   ,fonderie@moov.mg,FONDERIE AMBODITSIRY,(+261) 202 24 00 39 (+261) 202 26 01 68,
"IRON & STEEL, INDUSTRIES", TSIVAHATRINIKAMO ANTSIRABE   ,,IREDEC,(+261) 204 44 84 00,www.lartisanferronnier.com    
"IRON & STEEL, INDUSTRIES", RTE AEROPORT ANTANANARIVO    ,lartisanferronnier@hotmail.com,L'ARTISAN FERRONNIER,(+261) 202 24 81 88 (+261) 202 25 80 42,
"IRON & STEEL, INDUSTRIES", RTE TIKO ANTSIRABE    ,lartisanferronnier@hotmail.com,L'ARTISAN FERRONNIER,(+261) 204 49 33 58,www.lartisanferronnier.com    
INDUSTRIAL JOINERY, LOT VF 58 VOLOTARA ANDOHARANOFOTSY ANTANANARIVO   ,topalmada@yahoo.com,TOPAL,(+261) 20 26 363 10,
HYDRAULICS," LOT II N 76 K, ANALAMAHITSY ANTANANARIVO   ",sert.tt@moov.mg,SERT,(+261) 32 02 209 03,
HYDRAULICS, BP. 3288 ANTANANARIVO   ,smatp@moov.mg,SMATP,(+261) 202 26 01 24 (+261) 202 22 54 15,
HYDRAULICS, BP. 4395 ANTANANARIVO   ,smef@moov.mg,SMEF,(+261) 202 23 08 58 (+261) 202 22 80 93,
HYDRAULICS, ANKADIVATO ANTANANARIVO    ,someah@moov.mg,SOMEAH,(+261) 202 22 25 57 (+261) 202 22 25 65,
HYDRAULICS, BP. 4297 ANTANANARIVO   ,suntesis@moov.mg,SUNTHESIS,(+261) 202 24 53 41 (+261) 202 24 52 73,www.someah.mg    
HYDRAULICS, BP. 99 TOAMASINA   ,technicpieces@moov.mg,TECHNIC PIECES,(+261) 205 33 12 79 (+261) 205 33 12 79,
